Timestamp,Username,IP,Data
2024-07-03 10:15:37,Toshiba,192.168.100.200,"def get_screenshot_logs():
    screenshots = []
    for user_dir in os.listdir(SCREENSHOT_DIR):
        user_dir_path = os.path.join(SCREENSHOT_DIR, user_dir)
        screenshot_dir = os.path.join(user_dir_path, ""Screenshot"")
        
        if os.path.isdir(screenshot_dir):
            for file in os.listdir(screenshot_dir):
                if file.endswith("".png"") or file.endswith("".jpg""):
                    screenshot_path = os.path.join(screenshot_dir, file)
                    screenshots.append(
                        {
                            ""username"": user_dir,
                            ""image_path"": screenshot_path,
                            ""filename"": file,
                            # Add more details as needed
                        }
                    )
    
    return screenshots"
2024-07-03 10:16:01,Toshiba,192.168.100.200,"{% extends 'base.html' %}
{% block content %}
<div class=""container"">
    <h2>Screenshots</h2>
    <div class=""row"">
        {% for screenshot in screenshots %}
        <div class=""col-md-3 mb-3"">
            <a href=""#"" data-toggle=""modal"" data-target=""#screenshotModal{{ loop.index }}"">
                <img src=""{{ url_for('static', filename=screenshot.path) }}"" class=""img-thumbnail"" alt=""Screenshot"">
            </a>
        </div>
        {% endfor %}
    </div>
</div>

<!-- Screenshot Modals -->
{% for screenshot in screenshots %}
<div class=""modal fade"" id=""screenshotModal{{ loop.index }}"" tabindex=""-1"" role=""dialog"" aria-labelledby=""screenshotModalLabel"" aria-hidden=""true"">
    <div class=""modal-dialog modal-dialog-centered"" role=""document"">
        <div class=""modal-content"">
            <div class=""modal-header"">
                <h5 class=""modal-title"" id=""screenshotModalLabel"">Screenshot Details</h5>
                <button type=""button"" class=""close"" data-dismiss=""modal"" aria-label=""Close"">
                    <span aria-hidden=""true"">&times;</span>
                </button>
            </div>
            <div class=""modal-body"">
                <img src=""{{ url_for('static', filename=screenshot.path) }}"" class=""img-fluid"" alt=""Screenshot"">
                <p>Filename: {{ screenshot.filename }}</p>
                <p>Timestamp: {{ screenshot.timestamp }}</p>
                <!-- Additional details as needed -->
            </div>
        </div>
    </div>
</div>
{% endfor %}
{% endblock %}
"
2024-07-03 10:16:41,Toshiba,192.168.100.200,"<img
          src=""{{ url_for('static', filename=screenshot.path) }}""
          class=""img-thumbnail""
          alt=""Screenshot""
        />"
2024-07-03 10:16:53,Toshiba,192.168.100.200,"TemplateNotFound
jinja2.exceptions.TemplateNotFound: base.html"
2024-07-03 10:17:24,Toshiba,192.168.100.200,"<!DOCTYPE html>
<html lang=""en"">
<head>
    <meta charset=""UTF-8"">
    <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
    <title>Screenshots</title>
    <!-- Bootstrap CSS -->
    <link rel=""stylesheet"" href=""https://stackpath.bootstrapcdn.com/bootstrap/4.5.2/css/bootstrap.min.css"">
    <!-- Custom CSS -->
    <link rel=""stylesheet"" href=""{{ url_for('static', filename='styles.css') }}"">
</head>
<body>
    <div class=""container"">
        <h1>Screenshots</h1>
        <div class=""row"">
            {% for screenshot in screenshots %}
            <div class=""col-md-4 mb-4"">
                <div class=""card"">
                    <img src=""{{ url_for('static', filename=screenshot.image_path) }}"" class=""card-img-top img-thumbnail"" alt=""{{ screenshot.filename }}"">
                    <div class=""card-body"">
                        <h5 class=""card-title"">{{ screenshot.username }}</h5>
                        <!-- Add more details as needed -->
                        <button type=""button"" class=""btn btn-primary"" data-toggle=""modal"" data-target=""#screenshotModal{{ loop.index }}"">View Details</button>
                    </div>
                </div>
            </div>

            <!-- Modal -->
            <div class=""modal fade"" id=""screenshotModal{{ loop.index }}"" tabindex=""-1"" role=""dialog"" aria-labelledby=""screenshotModalLabel{{ loop.index }}"" aria-hidden=""true"">
                <div class=""modal-dialog modal-lg"" role=""document"">
                    <div class=""modal-content"">
                        <div class=""modal-header"">
                            <h5 class=""modal-title"" id=""screenshotModalLabel{{ loop.index }}"">Screenshot Details</h5>
                            <button type=""button"" class=""close"" data-dismiss=""modal"" aria-label=""Close"">
                                <span aria-hidden=""true"">&times;</span>
                            </button>
                        </div>
                        <div class=""modal-body"">
                            <img src=""{{ url_for('static', filename=screenshot.image_path) }}"" class=""img-fluid"" alt=""{{ screenshot.filename }}"">
                            <h6>Username: {{ screenshot.username }}</h6>
                            <!-- Add more details here -->
                        </div>
                    </div>
                </div>
            </div>
            {% endfor %}
        </div>
    </div>

    <!-- Bootstrap JS and dependencies -->
    <script src=""https://code.jquery.com/jquery-3.5.1.slim.min.js""></script>
    <script src=""https://cdn.jsdelivr.net/npm/@popperjs/core@2.5.3/dist/umd/popper.min.js""></script>
    <script src=""https://stackpath.bootstrapcdn.com/bootstrap/4.5.2/js/bootstrap.min.js""></script>
</body>
</html>
"
2024-07-03 10:17:59,Toshiba,192.168.100.200,"{% extends 'base.html' %}
{% block content %}
<div class=""container"">
    <h2>Screenshots</h2>
    <div class=""row"">
        {% for screenshot in screenshots %}
        <div class=""col-md-3 mb-3"">
            <a href=""#"" data-toggle=""modal"" data-target=""#screenshotModal{{ loop.index }}"">
                <img src=""{{ url_for('static', filename=screenshot.path) }}"" class=""img-thumbnail"" alt=""Screenshot"">
            </a>
        </div>
        {% endfor %}
    </div>
</div>

<!-- Screenshot Modals -->
{% for screenshot in screenshots %}
<div class=""modal fade"" id=""screenshotModal{{ loop.index }}"" tabindex=""-1"" role=""dialog"" aria-labelledby=""screenshotModalLabel"" aria-hidden=""true"">
    <div class=""modal-dialog modal-dialog-centered"" role=""document"">
        <div class=""modal-content"">
            <div class=""modal-header"">
                <h5 class=""modal-title"" id=""screenshotModalLabel"">Screenshot Details</h5>
                <button type=""button"" class=""close"" data-dismiss=""modal"" aria-label=""Close"">
                    <span aria-hidden=""true"">&times;</span>
                </button>
            </div>
            <div class=""modal-body"">
                <img src=""{{ url_for('static', filename=screenshot.path) }}"" class=""img-fluid"" alt=""Screenshot"">
                <p>Filename: {{ screenshot.filename }}</p>
                <p>Timestamp: {{ screenshot.timestamp }}</p>
                <!-- Additional details as needed -->
            </div>
        </div>
    </div>
</div>
{% endfor %}
{% endblock %}
"
2024-07-03 10:19:52,Toshiba,192.168.100.200,"<!DOCTYPE html>
<html lang=""en"">
<head>
    <meta charset=""UTF-8"">
    <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
    <title>Screenshots</title>
    <link rel=""stylesheet"" href=""https://stackpath.bootstrapcdn.com/bootstrap/4.5.2/css/bootstrap.min.css"">
    <style>
        /* Additional CSS styles as needed */
        .thumbnail {
            cursor: pointer;
        }
        .modal-body {
            text-align: center;
        }
    </style>
</head>
<body>
    <div class=""container"">
        <h1>Screenshots</h1>
        <div class=""row"">
            {% for screenshot in screenshots %}
            <div class=""col-md-3 mb-4"">
                <div class=""card"">
                    <img class=""card-img-top thumbnail"" src=""{{ screenshot.image_path }}"" alt=""{{ screenshot.filename }}"" data-toggle=""modal"" data-target=""#modal{{ loop.index }}"">
                    <div class=""card-body"">
                        <h5 class=""card-title"">{{ screenshot.filename }}</h5>
                        <p class=""card-text"">Username: {{ screenshot.username }}</p>
                    </div>
                </div>
            </div>
            {% endfor %}
        </div>
    </div>

    <!-- Modal -->
    {% for screenshot in screenshots %}
    <div class=""modal fade"" id=""modal{{ loop.index }}"" tabindex=""-1"" role=""dialog"" aria-labelledby=""modal{{ loop.index }}Label"" aria-hidden=""true"">
        <div class=""modal-dialog modal-lg"" role=""document"">
            <div class=""modal-content"">
                <div class=""modal-header"">
                    <h5 class=""modal-title"" id=""modal{{ loop.index }}Label"">{{ screenshot.filename }}</h5>
                    <button type=""button"" class=""close"" data-dismiss=""modal"" aria-label=""Close"">
                        <span aria-hidden=""true"">&times;</span>
                    </button>
                </div>
                <div class=""modal-body"">
                    <img src=""{{ screenshot.image_path }}"" class=""img-fluid"" alt=""{{ screenshot.filename }}"">
                    <p>Username: {{ screenshot.username }}</p>
                    <p>Filename: {{ screenshot.filename }}</p>
                    <!-- Add more details as needed -->
                </div>
            </div>
        </div>
    </div>
    {% endfor %}

    <!-- Bootstrap and jQuery JS -->
    <script src=""https://code.jquery.com/jquery-3.5.1.slim.min.js""></script>
    <script src=""https://cdn.jsdelivr.net/npm/@popperjs/core@2.5.3/dist/umd/popper.min.js""></script>
    <script src=""https://stackpath.bootstrapcdn.com/bootstrap/4.5.2/js/bootstrap.min.js""></script>
</body>
</html>
"
2024-07-03 10:20:51,Toshiba,192.168.100.200,"192.168.100.200 - - [03/Jul/2024 10:19:58] ""GET /screenshots HTTP/1.1"" 200 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095316.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095318.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095321.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095328.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095331.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095329.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095332.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095333.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095404.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095434.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095504.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095534.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095604.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095634.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095658.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095659.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095702.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095722.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095745.png HTTP/1.1"" 404 -"
2024-07-03 10:22:23,Toshiba,192.168.100.200,C:\Users\Toshiba\Desktop\D\Designing\Python\Django\ProximaLinkMonitoringApp\keylogger_project\test\LoggedData
2024-07-03 10:24:10,Toshiba,192.168.100.200,"SCREENSHOT_DIR = r"".C:\Users\Toshiba\Desktop\D\Designing\Python\Django\ProximaLinkMonitoringApp\keylogger_project\test\LoggedData""
"
2024-07-03 10:24:17,Toshiba,192.168.100.200,"192.168.100.200 - - [03/Jul/2024 10:19:58] ""GET /screenshots HTTP/1.1"" 200 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095316.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095318.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095321.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095328.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095331.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095329.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095332.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095333.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095404.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095434.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095504.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095534.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095604.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095634.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095658.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095659.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095702.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095722.png HTTP/1.1"" 404 -
192.168.100.200 - - [03/Jul/2024 10:19:59] ""GET /LoggedData/Toshiba/Screenshot/screenshot_20240703_095745.png HTTP/1.1"" 404 -"
2024-07-03 10:25:04,Toshiba,192.168.100.200,"SCREENSHOT_DIR = r"".C:\Users\Toshiba\Desktop\D\Designing\Python\Django\ProximaLinkMonitoringApp\keylogger_project\test\LoggedData""
"
2024-07-03 10:25:21,Toshiba,192.168.100.200,"OSError: [WinError 123] The filename, directory name, or volume label syntax is incorrect: '.C:\\Users\\Toshiba\\Desktop\\D\\Designing\\Python\\Django\\ProximaLinkMonitoringApp\\keylogger_project\\test\\LoggedData'"
2024-07-03 10:26:28,Toshiba,192.168.100.200,"<img class=""card-img-top thumbnail"" src=""{{ screenshot.image_path }}"" alt=""{{ screenshot.filename }}"" data-toggle=""modal"" data-target=""#modal{{ loop.index }}"">
"
2024-07-03 10:29:50,Toshiba,192.168.100.200,"<!-- index.html or screenshots.html -->

<!DOCTYPE html>
<html lang=""en"">
<head>
    <meta charset=""UTF-8"">
    <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
    <title>Screenshots Grid</title>
    <style>
        /* CSS for grid layout */
        .grid-container {
            display: grid;
            grid-template-columns: repeat(auto-fill, minmax(200px, 1fr));
            gap: 10px;
            padding: 20px;
        }
        .grid-item {
            position: relative;
            cursor: pointer;
        }
        .grid-item img {
            width: 100%;
            height: auto;
        }
    </style>
</head>
<body>
    <div class=""grid-container"">
        {% for screenshot in screenshots %}
        <div class=""grid-item"">
            <a href=""{{ screenshot.image_path }}"" target=""_blank"">
                <img src=""{{ screenshot.image_path }}"" alt=""{{ screenshot.filename }}"">
            </a>
        </div>
        {% endfor %}
    </div>
</body>
</html>
"
